Smiles,lgIC50
CC(C)(C)c1cc2c(s1)C(=O)N(c1nc(-c3cc(Nc4cc(C5CC5)[nH]n4)c(=O)[nH]n3)ccc1F)C2,3.5553480614894135
CC(=O)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,3.1354942159291497
CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2N[C@@H]2COC[C@H]2O)CC1,10.308952660644293
CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6ccccc6c5=O)c4CO)cn(C)c3=O)nc2)CC1,6.937314081223682
Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCNCC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,1.9459101490553132
Cc1c(-c2ncnc3[nH]c(-c4cccc(CN5CCNCC5)c4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,5.981414211254481
Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,4.962844630259907
CN1CCCC(n2cc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cn2)C1,1.6094379124341003
CCN1CCC(n2cc(-c3cc4c(-c5cccc(-n6ncc7cc(C8CC8)ccc7c6=O)c5CO)ncnc4[nH]3)cn2)CC1,1.0986122886681098
CN1CCC(Oc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ncnc4[nH]3)cc2)CC1,1.0270618668477731
O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCN(CC(F)(F)F)CC5)cn4)cc23)c1CO,2.0794415416798357
O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cc(F)cc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cn4)cc23)c1CO,-0.5978370007556204
Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CC(O)C5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,5.886104031450156
Cc1c(-c2ncnc3[nH]c(C4=CCN(CCO)CC4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.010449512733796
CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,2.0036665926162356
Cc1ccc(-c2nn(C3Cc4ccccc4C3)c3ncnc(N)c23)cc1O,3.7612001156935624
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)CCl)C1,-0.5447271754416722
CN1CCC(c2ccc(Nc3cc(-c4cc(F)cc(N5CCc6c(sc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,0.7884573603642703
Cc1c(NC(=O)C2CCCCC2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,5.1298987149230735
Cn1cc(-c2cc(F)cc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc3c(n2)CCN(C2COC2)C3)c1=O,1.4350845252893227
Cn1cc(-c2cc(F)cc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(C3CCN(C4COC4)CC3)cn2)c1=O,2.163323025660538
CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)nn(C)c3=O)nc2)CC1,1.9600947840472698
Cc1c(NC(=O)c2ccc(N(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,2.833213344056216
CN(C)C(=O)N1CC=C(c2cc3c(-c4ccc(F)c(NC(=O)c5ccc(C(C)(C)CO)cc5)c4)ncnc3[nH]2)CC1,1.791759469228055
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CC[S+]([O-])CC3)cc12,0.6931471805599453
Cc1c(NC(=O)N2CC(OC(C)C)C2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,2.772588722239781
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCC4(CC3)OCCO4)cc12,2.1972245773362196
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCC(O)CC3)cc12,2.4849066497880004
CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(NC(=O)c5ccc(C(C)(C)O)cc5F)c4CO)ncnc3[nH]2)CC1,0.6931471805599453
NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC[C@H]2c1cccc(N)c1,5.3471075307174685
NC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)nn2c1NCCC2c1ccccc1N,8.411832675758411
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2ccccc2n(C)c1=O,0.0
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1.064115852924634
Cc1nsc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,2.7013612129514133
Cc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,1.9315214116032138
Cc1c(-c2cn(C)c(=O)c(Nc3ccc(C4C(=O)NCCN4C)cc3)n2)cccc1N1Cc2cc(C(C)(C)C)sc2C1=O,3.2068032436339315
CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4cc(C#N)cs4)n[nH]3)cc2)CC1,7.386578929444128
C=CS(=O)(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1C,3.1354942159291497
O=C(N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F)c1ccc(CO)o1,8.85366542803745
Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(N(C)C)ccc2C1=O,3.091042453358316
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)cn4)c3)ncc2c1,8.216088098632316
Cn1cc(-c2cccc(N3CCc4c(cc5n4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,4.394449154672439
CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(sc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,1.0986122886681098
Cc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cccc1N1CCc2c(sc3c2CCCC3)C1=O,2.3978952727983707
CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,1.6094379124341003
Cc1ccc(NC(=O)C2CC2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,8.506334448081361
Cc1c(-c2c(Cl)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)cc2c(F)cccn2c1=O,-1.2729656758128873
Nc1n[nH]c2cc(C3CCCN(C(=O)Nc4ccccc4)C3)nc(-c3ccc(Oc4ccccc4)cc3)c12,1.0986122886681098
Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C3C(=O)N(C)CCN3C)cc2)n1,1.7749523509116738
CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCC(O)CC5)cc34)c2CO)cc1,1.3862943611198906
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-c4cc[nH]c(=O)c4)c3CO)ncc2c1,5.902004720565164
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)F)ccn4)c(F)c3)c12,0.4054651081081644
Nc1nccn2c([C@H]3CC[C@@H]4CNCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,1.3862943611198906
CCNC(=O)Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,2.8735646395797834
N#CN1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,0.9932517730102834
Nc1nccn2c([C@H]3CN4C(=O)OC[C@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,3.214867803470662
Nc1nccn2c([C@H]3CN4C(=O)CC[C@@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,0.3135036890277002
CC(C)(C)OC(=O)NC1CCN(c2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c3n2)C1,9.064157861798101
CC1(O)CCN(C(=O)c2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,2.0794415416798357
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)cccc1-n1c(=O)[nH]c2c(F)cc(F)cc2c1=O,-1.1394342831883648
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)cc2c(Cl)cccn2c1=O,-0.927669225435463
NC(=O)c1ccc(-c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)ccc6C5=O)c4CO)ccnc3[nH]2)nc1,0.6931471805599453
Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@H]1CCCc2nn(CCO)cc21,0.26236426446749106
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(F)c2)nc1,3.9512437185814275
Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3Cl)cn2)c1,2.3978952727983707
Cc1ccc(NC(=O)c2cccc(F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,5.111987788356544
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4ccc(C(N)=O)n4)c3CO)ncc2c1,5.808322653930125
Nc1n[nH]c2c(-c3ccc(O)cc3)ncc(-c3ccc(Oc4ccccc4)cc3)c12,5.634789603169249
Cc1c(-c2cn(C)c(=O)c(Nc3ccc(C4NCCN(C)C4=O)cc3)n2)cccc1N1Cc2cc(C(C)(C)C)sc2C1=O,2.4423470353692043
Cc1c(-c2cc(Nc3nc4c(s3)CNCC4)c(=O)[nH]n2)cccc1N1Cc2cc(C(C)(C)C)sc2C1=O,4.174387269895637
CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,10.126631103850338
Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc1C(N)=O,3.6724959748634123
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c(Nc5cnccn5)n4)c3CO)ncc2c1,-0.843970070294529
C[C@H]1OC(=O)N2C[C@H](c3nc(-c4ccc(C(=O)Nc5cc(C6CC6)ccn5)cc4F)c4c(N)nccn34)CC[C@@H]12,-1.5606477482646683
N#Cc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,1.840549633397487
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(Cl)cnc(N)c12,-1.3093333199837622
COc1ccc(Oc2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c3n2)cc1,10.236740326530368
CCn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,5.171619713502079
Cc1c(-c2nc(N)nc3[nH]c(-c4ccc(CN5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,3.4965075614664802
O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(C(O)CO)cc4)cc23)c1CO,3.2188758248682006
O=C(CN1CCC1)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,1.1314021114911006
Nc1ncc(C2=CCNCC2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,6.749814090913561
Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,4.5217885770490405
Cc1c(-c2ncnc3[nH]c(-c4cccc(CN5CCOCC5)c4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.028278520230698
Cc1c(-c2ncnc3[nH]c(-c4cccc(CN5CCOCC5)c4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,6.715383386334681
CN1CCC(n2cc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)cn2)CC1,1.6094379124341003
CCN1CCN(Cc2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)nc2)CC1,0.6931471805599453
O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCS(=O)(=O)CC5)cn4)cc23)c1CO,2.1972245773362196
Cc1c(-c2nc(N)nc3[nH]c(-c4ccc(N5CCOCC5)nc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,5.198497031265826
Nc1ncnc2c1c(-c1ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc1)nn2[C@@H]1CCCc2[nH]ncc21,-0.6539264674066639
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,2.70805020110221
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4c(F)cccc4F)c23)CC1,2.4849066497880004
CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(NC(=O)c5ccc(F)cc5)c4F)c23)CC1,2.2407096892759584
CN(C)C(=O)N1CC=C(c2cc3c(-c4ccc(F)c(NC(=O)c5ccc(C6CC6)cc5)c4)ncnc3[nH]2)CC1,1.791759469228055
CCn1cc(Nc2nc(-c3cccc(N4CCc5c(sc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)cn1,0.6931471805599453
Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCN(C4COC4)CC3)cn2)c1=O,2.470821211304652
CN1CCC[C@@H]1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,0.5538851132264376
Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,2.995732273553991
CN1CC(n2cc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5CO)ccnc4[nH]3)cn2)C1,1.3862943611198906
CC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn3c2C1,4.406719247264253
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccccc54)c3CO)ncc2c1,1.410986973710262
CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccc(-c6ccccc6F)nc54)c3CO)ncc2c1,2.658859956911438
Cn1ncc2c1CCC[C@H]2c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12,6.907755278982137
CC(C)c1cc(C(F)(F)F)cc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,5.628699668531845
Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3C(=O)O)c12,4.42484663185681
COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)cc(F)c1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,-1.2729656758128873
CCOc1cc(C(=O)Nc2ncc(C)s2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2c(F)cnc(N)c12,0.6418538861723947
Nc1ncc(F)n2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C5CC5)ccn4)cc3F)c12,0.26236426446749106
Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2,3.1780538303479458
