Unnamed: 0,ligand_name,Minimum Energy,Smiles,IC50,pIC50
1040,ligand_128,-7.0,CCn1ncc2c(C)cc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)nnc3C(N)=O)cc21,0.39,9.4089353929735
1041,ligand_228,-7.6,Cn1ncc2cc(Nc3ncc(F)c(Nc4cccc(O)c4)n3)ccc21,168.7,6.772884917410875
1042,ligand_2047,-7.0,CNC(=O)N1CCc2cc(Nc3nccc(-c4ccccn4)n3)ccc21,111.5,6.952725132615821
1043,ligand_3610,-7.7,,,
1044,ligand_2600,-6.9,Cn1cnc2cc(-c3ccc(C(O)C(F)(F)F)cc3)nc(N3CC[C@H](CO)C3)c2c1=O,339.0,6.4698003017969175
1045,ligand_2341,-7.1,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@@H]1CCCOC1,0.7,9.154901959985745
1046,ligand_582,-6.7,COc1ccnc(-c2ccnc(Nc3ccc4cc[nH]c4c3)n2)c1,18.5,7.732828271596986
1047,ligand_3001,1.1,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)N3CCn4ccnc4C3)[nH]c12,16.7,7.777283528852417
1048,ligand_1668,-6.2,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CC(CO)C3)c2c1=O,435.0,6.361510743045363
1049,ligand_3279,-7.3,,,
1050,ligand_2680,-7.4,CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc([C@@H]5C[C@@H](F)CN5C)cn4)n3)cc12,0.2,9.69897000433602
1051,ligand_3401,-7.0,,,
1052,ligand_1502,-7.6,NC(=O)c1ncc(N[C@@H]2CS(=O)(=O)CC[C@@H]2N)nc1-c1cc2ccccc2[nH]1,2.5,8.602059991327963
1053,ligand_1042,1.2,Cc1cn(-c2ccnc(Nc3cc(C)c(OCCN4CCCC4)c(C)c3)n2)cc1CN1CC(O)C1,11.5,7.939302159646388
1054,ligand_337,-2.7,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC1CCS(=O)(=O)CC1,1.0,9.0
1055,ligand_1880,-8.1,COc1cncc(-c2cc(Nc3cccc(N4CCCC4C)n3)c3nccn3n2)c1,59.88,7.222718208328986
1056,ligand_2187,-6.4,OC1(c2ncc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(-c4nnn[nH]4)c3)s2)CCC1,77.72,7.109467208072255
1057,ligand_2963,-7.0,CCn1ccc(CNC(=O)c2cc3cc(Nc4nccc(-c5cn(C)cn5)n4)cc(C)c3[nH]2)n1,0.6,9.221848749616356
1058,ligand_3219,-7.3,,,
1059,ligand_2230,-7.6,CCOC(=O)c1cccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1,2490.0,5.603800652904264
1060,ligand_3255,-7.8,,,
1061,ligand_2183,-6.2,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCC(O)CO)c2c1=O,464.0,6.333482019445119
1062,ligand_2263,-7.0,CC(C)Nc1nc(-c2ccc(C#N)nc2)cc2ncn(C)c(=O)c12,2800.0,5.552841968657781
1063,ligand_2673,10.4,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCCN6CCOCC6)ccn5)n4)ccc3[nH]2)CC1,449.1,6.3476569449372855
1064,ligand_2343,-7.5,CC(C)Oc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1,3.7,8.431798275933005
1065,ligand_2746,-5.6,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@H]5CNC[C@@H]5F)c(C)n4)n3)cc12,0.3,9.522878745280336
1066,ligand_2331,-8.8,C[C@@H](Oc1cc(-c2ccc3c(c2)CCNC3=O)cc2ncccc12)[C@H]1CNC(=O)C1,0.9,9.045757490560677
1067,ligand_1657,-7.2,CC(=O)N[C@H](C)c1ccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cc1,264.0,6.578396073130169
1068,ligand_1512,-7.5,CCNc1nc(Nc2ccc3c(c2)NC(=O)COC3(C)C)nc2ccoc12,6.0,8.221848749616356
1069,ligand_458,-7.4,CC(=O)N[C@H](C)c1ccc(-c2cc3ncn(C)c(=O)c3c(N[C@@H]3CCOC3)n2)cc1,274.0,6.562249437179612
1070,ligand_3747,-6.8,,,
1071,ligand_898,-6.3,Cc1cc(Nc2cc(C(F)F)ccn2)nc(-c2ccc(C[C@@H](O)[C@H]3CC[C@H](C(=O)O)CC3)nc2)c1,1.0,9.0
1072,ligand_3510,-8.1,,,
1073,ligand_2500,-3.4,CC1(C)C[C@@](O)(c2ncc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(-c4cccc(F)c4F)c3)s2)CC[C@@H]1C(=O)O,12.9,7.889410289700751
1074,ligand_1486,-5.9,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4cccc(O)c4)CC3)nc2)c1,3.0,8.522878745280337
1075,ligand_2368,-6.9,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@H]3CC[C@@H](CO)C3)c2c1=O,149.0,6.826813731587726
1076,ligand_882,-7.5,O=C1C[C@@H](COc2nc(-c3ccccc3)cc3ncccc23)CN1,7.5,8.1249387366083
1077,ligand_594,-4.9,COc1ccc2cc(C(C)C(=O)N3CCC(Nc4ccc(-c5cc(C)cc(Nc6cc(C(F)(F)F)ccn6)n5)cn4)CC3)ccc2c1,223.0,6.651695136951839
1078,ligand_3744,-7.5,,,
1079,ligand_3614,-7.6,,,
1080,ligand_1194,-4.8,CCOc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,22.8,7.642065152999546
1081,ligand_639,-7.3,Cn1cnc2cc(-c3ccc(S(C)(=O)=O)c(NCCN4CCOCC4)c3)nc(NC3CC3)c2c1=O,643.0,6.191789027075778
1082,ligand_3507,-8.6,,,
1083,ligand_1566,4.6,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5cn[nH]c5)cc4)c3)cn3ccnc23)cc1OC,11.0,7.958607314841775
1084,ligand_3459,-7.7,,,
1085,ligand_2650,12.8,Cn1cnc(-c2ccnc(Nc3cc(Cl)c4[nH]c(C(=O)N5CCC(N6CC(O)C6)CC5)cc4c3)n2)c1,10.7,7.97061622231479
1086,ligand_1217,-5.3,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCNCC3)nc2)c1,6.0,8.221848749616356
1087,ligand_2913,-6.8,COc1cccc(-c2cc3ncccc3c(NCCCN)n2)c1,500.0345349769783,6.301
1088,ligand_2939,-7.1,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,7.0,8.154901959985743
1089,ligand_2277,-7.3,Cn1cnc2cc(-c3ccc(N4CCNCC4)cc3)nc(N[C@@H]3CCOC3)c2c1=O,19.0,7.721246399047171
1090,ligand_2668,-8.0,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NC3CN4CCC3CC4)c2c1=O,810.0,6.091514981121351
1091,ligand_2437,8.1,Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(OCCN5CCOCC5)nc4)c4ccccc34)n2)cc2cn[nH]c12,1.0,9.0
1092,ligand_1648,-5.7,Cn1cnc2cc(-c3ccc(C4CCNCC4)cc3)nc(N3CC[C@@H](CO)C3)c2c1=O,94.0,7.026872146400302
1093,ligand_1441,-5.5,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4ccc5[nH]c(C)c(C)c5c4)CC3)nc2)c1,11.0,7.958607314841775
1094,ligand_1649,-8.4,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CCCC4)n3)cc2)CC1,419.0,6.377785977033705
1095,ligand_107,-6.3,Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CS(C)(=O)=O)cnc2C(N)=O)c1,184.0,6.735182176990463
1096,ligand_1336,-7.8,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3ccco3)c2)c1,237.8,6.623788149717327
1097,ligand_340,-7.6,C[C@@H](Oc1nc(-c2ccc(N3CCOCC3)nc2)cc2ncccc12)[C@H]1CNC(=O)C1,0.1,10.0
1098,ligand_3304,-8.3,,,
1099,ligand_607,-3.3,CN(C)C(=O)c1cc2ccc(Nc3nccc(-c4cc(OCCCO)ccn4)n3)cc2n1C,10.9,7.962573502059376
1100,ligand_587,1.8,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCc6ccccc6CO)ccn5)n4)ccc3[nH]2)CC1,108.4,6.964970717797632
1101,ligand_2725,-2.0,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4ccnc5ccccc45)CC3)nc2)c1,24.0,7.619788758288394
1102,ligand_668,-6.1,CC(C)Oc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,72.0,7.142667503568731
1103,ligand_706,-8.3,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4C[C@H](O)[C@@H](O)C4)n3)cc2)CC1,447.0,6.349692476868063
1104,ligand_2515,-7.0,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NCc3cnn[nH]3)c2c1=O,37.2,7.429457060118103
1105,ligand_1408,-3.8,COCCCN(C)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,28.8,7.540607512240769
1106,ligand_3058,-6.9,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc([C@@]3(O)CCc4ccc(C(=O)O)cc43)s2)c1,1.26,8.899629454882437
1107,ligand_3741,-8.1,,,
1108,ligand_1948,0.8,CN(C)C(=O)c1cc2ccc(Nc3nccc(-c4cc(OC5CCC(O)C5)ccn4)n3)cc2[nH]1,10.6,7.97469413473523
1109,ligand_190,7.8,Cc1cc(Nc2cc(C(F)F)ccn2)nc(-c2ccc(C(C)(O)C3CCC(C(=O)OC4CCOCC4)CC3)nc2)c1,8.7,8.060480747381382
1110,ligand_1114,-7.4,COCCNc1nc(-c2ccc(N3CCOCC3)cc2)cc2ncn(C)c(=O)c12,48.0,7.318758762624412
1111,ligand_2989,12.3,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)NCc3nc4ccncc4[nH]3)[nH]c12,0.6,9.221848749616356
1112,ligand_1201,12.1,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)CS(=O)(=O)C5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1,20.0,7.698970004336019
1113,ligand_1924,-7.7,CCCc1c(C(=O)O)cccc1-c1cccc(Nc2nccc(C(F)(F)F)n2)c1,1600.0,5.795880017344075
1114,ligand_1106,-7.8,COc1ccc(-c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c3cccnc3c2)cn1,0.9,9.045757490560677
1115,ligand_2608,-8.1,C[C@@H]1CCCN1c1cccc(Nc2cc(-c3ccccc3)nn3ccnc23)n1,654.25,6.184256268688081
1116,ligand_1120,-6.7,Cc1cc(Nc2nc(Nc3cccc(OCCN4CCNCC4)c3)ncc2F)cc(C)c1O,2007.0,5.697452627512514
1117,ligand_3568,-8.6,,,
1118,ligand_1787,-5.2,CO[C@@H]1CN(Cc2cn(-c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3)nc2C)C[C@@H]1O,0.6,9.221848749616356
1119,ligand_2775,-6.0,CC(C)(C)OC(=O)Nc1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1,5.0,8.301029995663981
1120,ligand_869,-7.1,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OC3CCCCC3)c(C(=O)O)c2)c1,13.7,7.863279432843593
1121,ligand_2630,-7.2,CC(C)Nc1nc(-c2ccc(NCCO)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,114.0,6.943095148663527
1122,ligand_1039,-8.4,CC1CCCN1c1cccc(Nc2cc(-c3ccccc3C(F)(F)F)nn3ccnc23)n1,410.05,6.387163183767742
1123,ligand_1033,-7.8,FC(F)(F)c1ccnc(Nc2cc(OC3CCOCC3)cc(-c3ccccc3)c2)n1,147.5,6.831207979685818
1124,ligand_2843,-7.1,COc1cccc(-c2cc3ncccc3c(NCCCN)n2)c1,500.0,6.301029995663981
1125,ligand_3901,-7.2,,,
1126,ligand_2286,-4.8,Cc1csc(Nc2nc(-c3ccc(N4CCOCC4)cc3)cc3ncn(C)c(=O)c23)n1,600.0,6.221848749616356
1127,ligand_1077,0.3,CC(=O)N1CCC(Nc2ccc(-c3cc(C)cc(Nc4cc(C(F)(F)F)ccn4)n3)cn2)CC1,4.0,8.397940008672037
1128,ligand_1090,8.4,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc([C@]3(O)CC[C@H](C(N)=O)C(C)(C)C3)nc2)c1,25.0,7.602059991327962
1129,ligand_2327,-8.5,COc1cccc(-c2cc(Nc3cccc(N4CCCC4C)n3)c3nccn3n2)c1,291.85,6.534840302353821
1130,ligand_1360,-5.0,CN1CCN(CCN2Cc3ccc(Nc4nccc(-c5ccccn5)n4)cc3C2)C1=O,384.2,6.415442639474325
1131,ligand_2206,-3.4,CC(C)N1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N[C@@H]4CCOC4)n3)cc2)CC1,32.0,7.494850021680094
1132,ligand_80,12.1,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(N3CCCC(NC(=O)OC(C)(C)C)C3)nc2)c1,271.0,6.567030709125595
1133,ligand_2075,-2.5,CN(C)CC#CCNC(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(Cl)c2[nH]1,7.3,8.136677139879543
1134,ligand_2476,-8.0,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(S(=O)(=O)N3CCC(O)CC3)c2)c1,242.1,6.616005210558267
1135,ligand_1820,-7.3,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,2272.0,5.643591672961019
1136,ligand_3020,-7.6,Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)c1,0.06,10.221848749616356
1137,ligand_3488,-8.0,,,
1138,ligand_88,-7.0,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3(C)C)n2)cc(OC)c1OC,11.7,7.931814138253839
1139,ligand_45,-7.8,N#Cc1cnc(Nc2cccc(-c3ccccc3)c2)nc1N1CCC2(CCNC2)CC1,15.8,7.801342913045577
1140,ligand_616,-7.0,CC(C)Nc1nc(-c2ccc(CCN3CCOCC3)cc2)cc2ncn(C)c(=O)c12,380.0,6.42021640338319
1141,ligand_2229,-7.7,O=C(O)c1cc(F)cc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1,8.0,8.096910013008056
1142,ligand_863,-7.6,CC(C)S(=O)(=O)c1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1,351.0,6.454692883534176
1143,ligand_1060,-0.1,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)NCc3nccn3C)[nH]c12,3.5,8.455931955649724
1144,ligand_455,-7.2,Cn1cnc2cc(-c3ccc(N4CCNCC4)cc3)nc(NCCCO)c2c1=O,42.0,7.376750709602099
1145,ligand_2900,-8.9,Cc1cc(Nc2nn(Cc3cc(F)ccc3F)c(=O)c3ccccc23)n[nH]1,22900.0,4.640164517660112
1146,ligand_170,-6.8,COCCNc1nc(-c2cnc(N3CCOCC3)nc2)cc2ncn(C)c(=O)c12,1536.0,5.813608784304507
1147,ligand_670,-6.3,COc1ccc(-c2cc3nc(-c4ccccc4)ccc3c(NCCCN)n2)cc1,3600.0,5.443697499232712
1148,ligand_3879,-7.8,,,
1149,ligand_1037,-8.0,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OC3CCOCC3)c(C(=O)O)c2)c1,24.6,7.609064892896621
1150,ligand_3764,-8.4,,,
1151,ligand_2769,-6.9,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(OC)n4)n3)cc12,0.11,9.958607314841776
1152,ligand_3851,-7.9,,,
1153,ligand_3644,-7.9,,,
1154,ligand_1503,-7.5,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc2cc[nH]c12,94.0,7.026872146400302
1155,ligand_2727,-6.0,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)CCCN4CCCC4=O)CC3)nc2)c1,1.0,9.0
1156,ligand_335,-7.6,Cc1cc2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)nnc3C(N)=O)cccc2n1C1CC1,0.71,9.148741651280924
1157,ligand_1285,-7.0,COC[C@@H](C)Oc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1OC,2.3,8.638272163982407
1158,ligand_690,-5.9,Cn1cnc2cc(-c3ccc(N4CCOCC4)nc3)nc(NCCCN)c2c1=O,303.0,6.518557371497695
1159,ligand_2927,-6.9,NCCCNc1nc(-c2ccc(Cl)cc2)cc2ncccc12,1200.0,5.920818753952375
1160,ligand_2411,5.1,CN1CCc2ccc(NC(=O)c3cc4cc(Nc5nccc(-c6cn(C)cn6)n5)cc(Cl)c4[nH]3)cc2CC1,8.5,8.070581074285707
1161,ligand_2614,-9.2,Cn1cc(-c2cccc(-c3cnc(N)c(C(=O)NC4C5CC6CC4CC(O)(C6)C5)n3)c2)cn1,20.0,7.698970004336019
1162,ligand_2784,-7.2,COC1=CCC(c2cc3ncccc3c(N)n2)C=C1,17.0,7.769551078621726
1163,ligand_2068,-6.8,Cc1ccc(OC2CCOCC2)c(C(F)(F)F)c1,10.1,7.995678626217358
1164,ligand_3822,-7.6,,,
1165,ligand_3636,-8.1,,,
1166,ligand_3471,-8.5,,,
1167,ligand_2059,-5.3,CC(=O)NCc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(N)=O)C(C)(C)C3)s2)c1,6.0,8.221848749616356
1168,ligand_2324,-3.3,CC(C)(C)/C=C\c1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,16.84,7.773657912836369
1169,ligand_1552,-7.0,COc1ccc(-c2cc3ncc(Br)cc3c(NCCCN)n2)cc1,120.0,6.920818753952375
1170,ligand_3384,-7.7,,,
1171,ligand_2384,-7.6,CNc1ccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cc1,927.0,6.032920265855503
1172,ligand_734,-6.8,Cc1nnc(-c2ncn3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,0.21,9.67778070526608
1173,ligand_3448,-7.9,,,
1174,ligand_1828,-3.8,Cc1cn(-c2ccnc(Nc3cc(C)c(OCC(=O)N4CCCC4)c(C)c3)n2)cc1CN1CC[C@@H](O)C1,14.4,7.841637507904751
1175,ligand_2193,-6.2,COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCN)nc12,350.0,6.455931955649724
1176,ligand_3890,-7.3,,,
1177,ligand_1196,10.1,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCC(CO)CO)ccn5)n4)ccc3[nH]2)CC1,24.4,7.61261017366127
1178,ligand_43,-8.2,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(N(C)C)c2)c1,375.7,6.425158804936616
1179,ligand_1081,-7.1,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4cccc5ccccc45)CC3)nc2)c1,53.0,7.275724130399211
1180,ligand_2519,-6.5,CC(C)Nc1nc(-c2ccc(S(=O)(=O)NCCO)cc2)cc2ncn(C)c(=O)c12,544.0,6.2644011003018205
1181,ligand_2333,-6.5,NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cncc(C2CC2)c1,0.94,9.0268721464003
1182,ligand_1780,-7.6,Cc1cc(C(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)n1,9.0,8.045757490560675
1183,ligand_154,-8.0,CC(C)Nc1nc(-c2cccc(S(N)(=O)=O)c2)cc2ncn(C)c(=O)c12,86.0,7.0655015487564325
1184,ligand_1710,-7.5,CN(C)CC1CCCN(c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3ccccc3)c2)C1,251.1,6.600153287287077
1185,ligand_805,-7.9,COc1ncc(-c2cc(O[C@H](C)[C@H]3CNC(=O)C3)c3cccnc3c2)cc1F,7.9,8.102372908709558
1186,ligand_1908,-4.2,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4ccc(C#N)cc4)CC3)nc2)c1,4.0,8.397940008672037
1187,ligand_3887,-7.2,,,
1188,ligand_912,-7.1,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CC[C@@H](O)C3)c2c1=O,658.0,6.181774106386045
1189,ligand_745,-7.9,CC1CN(C(=O)c2cc3cc(Nc4nccc(-c5cn(C)cn5)n4)cc(Cl)c3[nH]2)CCO1,10.9,7.962573502059376
1190,ligand_2699,-2.9,CC(C)c1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,2.4,8.619788758288394
1191,ligand_3130,-7.3,c1ccc2cc(Nc3nccc(-c4nccs4)n3)ccc2c1,2000.0,5.698970004336019
1192,ligand_1072,-7.4,CC(C)(C(=O)O)C1C[C@@H]1[C@](C)(O)c1ncc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)s1,1.0,9.0
1193,ligand_2773,-7.2,NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cc(F)cc2cc[nH]c12,0.8,9.096910013008056
1194,ligand_3745,-8.3,,,
1195,ligand_2179,-6.3,CCCc1nc(Nc2cc(NCCN)nnc2C(N)=O)ccc1OC,39.81,7.400007822415902
1196,ligand_1641,-7.4,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CCc4ccc(C(=O)O)cc4C3)c2c1=O,952.0,6.021363051615525
1197,ligand_3085,-7.8,CC(C)(CO)NC(=O)c1c[nH]c2ncc(-n3ncc4ccc(Cl)cc43)nc12,24.0,7.619788758288394
1198,ligand_3647,-7.9,,,
1199,ligand_3541,-9.7,,,
1200,ligand_1108,-6.9,CC(C)Cn1cc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cn1,359.0,6.444905551421681
1201,ligand_3234,8.2,,,
1202,ligand_1909,-7.2,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4ccccc4Cl)CC3)nc2)c1,12.0,7.920818753952375
1203,ligand_923,-5.2,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)[C@H](C)C3)s2)c1,1.0,9.0
1204,ligand_1175,-8.2,FC(F)(F)c1ccnc(Nc2cccc(-c3cccc(Br)c3)c2)n1,1811.0,5.742081549685942
1205,ligand_2354,-7.6,Cn1cnc2cc(-c3cnc(N4CCOCC4)nc3)nc(NC3CC3)c2c1=O,1347.0,5.870632404277014
1206,ligand_2953,-6.9,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(N)(=O)=O)cc31)cn2CCCO,32.0,7.494850021680094
1207,ligand_3780,-8.5,,,
1208,ligand_3189,-9.2,,,
1209,ligand_1625,-7.0,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4C[C@@H]5C[C@H]4CO5)cc3)c2n1,5.0,8.301029995663981
1210,ligand_892,-8.2,FC(F)(F)c1ccnc(Nc2cc(-c3ccccc3)cc(N3CCOC4(CCCC4)C3)c2)n1,846.2,6.072526979004724
1211,ligand_3291,-8.2,,,
1212,ligand_2980,10.3,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)NCc3cncn3C)[nH]c12,7.9,8.102372908709558
1213,ligand_2014,-2.6,CN(C)C(=O)c1cc2cc(Nc3nccc(-c4cc(OCCCO)ccn4)n3)ccc2[nH]1,61.8,7.209011524911184
1214,ligand_3436,-8.0,,,
1215,ligand_529,-3.7,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OC3CCCC3)c(C(=O)O)c2)c1,21.0,7.67778070526608
1216,ligand_1173,-8.0,N#Cc1ccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)cc1,681.0,6.166852888087215
1217,ligand_514,-4.1,CN(C)CCCNC(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(Cl)c2[nH]1,3.8,8.42021640338319
1218,ligand_326,4.2,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3cc(Nc4ccc5[nH]ncc5c4)ncn3)c3ccccc23)n(-c2ccc(=O)n(CCO)c2)n1,7.0,8.154901959985743
1219,ligand_581,-5.0,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCC(F)F)ccn5)n4)ccc3[nH]2)CC1,3.8,8.42021640338319
1220,ligand_3461,-7.8,,,
1221,ligand_983,-7.4,COC(=O)[C@H]1CC[C@](O)(c2ncc(-c3cc(C)cc(Nc4nc(C)cc(C)n4)c3)s2)CC1(C)C,8887.0,5.05124481983173
1222,ligand_3273,-7.0,,,
1223,ligand_1279,-7.6,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccnc(F)c2)c1,87.0,7.060480747381382
1224,ligand_1783,4.1,OC[C@H]1CN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)CCO1,1.1,8.958607314841775
1225,ligand_834,-6.5,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CCCC(O)C4)n3)cc2)CC1,671.0,6.173277479831008
1226,ligand_3067,-6.2,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)O)[nH]c12,2.5,8.602059991327963
1227,ligand_1827,-6.1,Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CC[C@H](C(=O)O)C4)c3)n2)c1,17.8,7.749579997691106
1228,ligand_3312,-8.1,,,
1229,ligand_931,-7.0,CC(O)(c1ncc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)s1)C1CC2C(C1)C2C(=O)O,3.0,8.522878745280337
1230,ligand_3228,-6.7,,,
1231,ligand_3560,-8.1,,,
1232,ligand_1623,-6.1,CCCCC(=O)OC1CCC(C(C)(O)c2ncc(-c3cc(C)cc(Nc4nccc(C(F)(F)F)n4)c3)s2)CC1,1258.0,5.90031935889075
1233,ligand_1043,-5.1,Cc1cc(Nc2nccc(-n3cc(CN4CC(O)C4)c(C)n3)n2)cc(C)c1OCCN1CCCC1,8.9,8.050609993355087
1234,ligand_3501,-6.6,,,
1235,ligand_1724,-7.3,CC(C)Nc1nc(-c2ccc(S(=O)(=O)C(C)C)cc2)cc2ncn(C)c(=O)c12,1103.0,5.957424487559809
1236,ligand_2287,-8.4,Cc1cnc(Nc2nc(-c3ccc(N4CCOCC4)cc3)cc3ncn(C)c(=O)c23)s1,1698.0,5.770062314092066
1237,ligand_3387,-7.5,,,
