Unnamed: 0,ligand_name,Minimum Energy,Smiles,IC50,pIC50
2451,ligand_495,-7.5,CC1(C)CN(c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3ccccc3)c2)CCO1,293.3,6.532687937019448
2452,ligand_2745,-6.7,CN(C)Cc1cnn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)N(C)C)nn4C)n2)c1,0.94,9.0268721464003
2453,ligand_554,-7.8,CCNc1nc(-c2ccc(N[C@@H](C)CO)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,132.0,6.87942606879415
2454,ligand_1829,-7.5,Cc1nn(-c2nc(Nc3ccc4c(cnn4C)c3)ncc2F)cc1CN1CC(O)C1,326.0,6.486782399932061
2455,ligand_1075,-5.7,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4ccc5ccn(C)c5c4)CC3)nc2)c1,1.0,9.0
2456,ligand_230,-0.3,c1cn2cc(-c3cnc4c(n3)NCCO4)nc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)c2n1,7.8,8.10790539730952
2457,ligand_2707,-7.0,COc1ccc(Nc2nc(-c3cccc(C(=O)N(C)C)c3)cn3ccnc23)cc1OC,112.0,6.950781977329818
2458,ligand_122,-7.9,Cc1cccc(Nc2nc(N[C@@H]3CC(F)(F)CC[C@@H]3N)ncc2C(N)=O)c1,3.981,8.400007822415901
2459,ligand_3809,-8.4,,,
2460,ligand_2620,-6.9,CCn1nc(C)c2ccc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)nnc3C(N)=O)cc21,0.42,9.3767507096021
2461,ligand_3029,-7.0,CN(C)C(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(C3CC3)c2[nH]1,1.8,8.744727494896694
2462,ligand_656,-6.6,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C(O)C3CCC4(CC3)OCCO4)s2)c1,197.0,6.705533773838407
2463,ligand_2098,-8.1,CC1CCCCN1c1cccc(Nc2cc(-c3ccccc3)nn3ccnc23)n1,3499.15,5.456037439976088
2464,ligand_3566,-7.3,,,
2465,ligand_1195,1.3,CC(O)C(C)Oc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,7.7,8.113509274827518
2466,ligand_1295,-6.3,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(O[C@@H]6CCOC6)ccn5)n4)ccc3[nH]2)CC1,25.4,7.595166283380062
2467,ligand_2823,-6.4,N#Cc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,110.0,6.958607314841775
2468,ligand_3920,-6.8,,,
2469,ligand_267,-7.3,CCNc1nc(-c2ccc(NC[C@@H](C)O)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,88.0,7.055517327849832
2470,ligand_2235,-8.5,Cc1nc(C)c2cc(-c3cc(O[C@H](C)[C@H]4CNC(=O)C4)c4cccnc4c3)ccc2n1,4.9,8.309803919971486
2471,ligand_1100,-6.3,CCCCOC(=O)C1CCC(C(C)(O)c2ccc(-c3cc(C)cc(Nc4cc(C(F)F)ccn4)n3)cn2)CC1,65.0,7.187086643357144
2472,ligand_1030,-6.7,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OCc3cn(C)cn3)c(C(=O)O)c2)c1,5.6,8.2518119729938
2473,ligand_2635,1.4,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)c(C)n4)n3)cc12,0.34,9.468521082957745
2474,ligand_1983,-8.0,CC(C)Nc1nc(-c2cncc(CN3CCOCC3)c2)cc2ncn(C)c(=O)c12,771.0,6.112945621949043
2475,ligand_2083,-6.9,C[C@@H](CO)Nc1nc(-c2ccc(C(C)(C)O)nc2)cc2ncn(C)c(=O)c12,754.0,6.122628654130226
2476,ligand_2975,-6.8,COc1ccc(-c2cc3ncccc3c(NCCCN)n2)cc1,139.98624408575392,6.853914638687247
2477,ligand_277,-8.2,CC1CCCN1c1cccc(Nc2cc(-c3ccc(O)cc3)nn3ccnc23)n1,63.9,7.1944991418416
2478,ligand_570,-6.7,COc1ccc(Nc2nc(-c3ccc(C(N)=O)c(OC)c3)cn3ccnc23)cc1OC,23.8,7.623423042943488
2479,ligand_3054,-3.1,COc1cc2nccc(Oc3ccc(NC(=O)c4cccn(Cc5ccccc5)c4=O)nc3)c2cc1OC,100.0,7.0
2480,ligand_3500,-8.1,,,
2481,ligand_78,-9.2,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)c1,9926.0,5.003225729138696
2482,ligand_380,-6.8,CC(C)CCn1cc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cn1,595.0,6.22548303427145
2483,ligand_994,-7.1,CCOC(=O)Cc1ccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)cc1,1456.0,5.836838625022981
2484,ligand_474,-7.4,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1OC1CCOCC1,0.5,9.30102999566398
2485,ligand_1066,-8.3,CC(=O)N1CCc2cc(-c3cc4ncn(C)c(=O)c4c(NC(C)C)n3)ccc21,1064.0,5.9730583720409705
2486,ligand_2261,-7.5,CC(C)Oc1nc(-c2ccc(C(C)(C)O)nc2)cc2ncn(C)c(=O)c12,238.0,6.623423042943488
2487,ligand_3070,-7.5,COCC1CN(c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3ccccc3)c2)CCO1,58.1,7.235823867609669
2488,ligand_2256,10.6,C[C@H](O)[C@H](C)Oc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,40.9,7.388276691992658
2489,ligand_813,-2.8,Cc1cc(Nc2cc(C(F)(F)F)c(Cl)cn2)nc(-c2cnc(C3(O)CCCc4cc(C(=O)O)ccc43)s2)c1,0.94,9.0268721464003
2490,ligand_3360,-8.8,,,
2491,ligand_1356,-1.4,COc1ccc(-c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3cnc([C@@]4(O)CC[C@H](C(=O)O)C(C)(C)C4)s3)c2)cc1F,35.26,7.452717692036697
2492,ligand_993,-7.2,CCCc1c(C(=O)O)cccc1-c1cc(C)cc(Nc2nccc(C(F)(F)F)n2)c1,478.9,6.319755162957392
2493,ligand_2282,-8.1,CNC(=O)c1ccc2c(c1)c(-c1nc3c(-n4cc(CN(C)C)cn4)ccnc3[nH]1)cn2C,0.15,9.82390874094432
2494,ligand_1435,-6.6,NC(=O)c1ccccc1-c1ccnc(-c2ccnc(Nc3ccc4c(c3)COC4)n2)c1,15.0,7.823908740944319
2495,ligand_3927,-8.0,,,
2496,ligand_2150,-8.4,Nc1cccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)c1,279.9,6.552997101533838
2497,ligand_817,-6.5,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,134.0,6.872895201635193
2498,ligand_1463,-7.0,O=C(O)c1cc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)ccc1-c1ccccc1,27.1,7.567030709125595
2499,ligand_795,-6.8,CN1CCC(Nc2ccc(-c3cc4ncn(C)c(=O)c4c(NCCCO)n3)cc2S(C)(=O)=O)CC1,64.0,7.1938200260161125
2500,ligand_1348,-7.9,C[C@@H](Oc1cc(-c2ccc(OC(F)F)nc2)cc2ncccc12)[C@H]1CNC(=O)C1,5.4,8.267606240177031
2501,ligand_3080,-6.0,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCC(C(=O)O)CC3)nc2)c1,1.0,9.0
2502,ligand_1172,-7.8,COc1ccnc(Nc2cc(C)cc(-c3cccc(CCC(=O)O)c3)c2)n1,8.5,8.070581074285707
2503,ligand_3004,6.5,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)N(C)Cc3nccn3C)[nH]c12,12.1,7.91721462968355
2504,ligand_3456,-7.1,,,
2505,ligand_1256,-7.1,COc1cc(-c2cc(OCC3(CC#N)CC3)c3cccnc3c2)cc(OC)c1OC,503.1,6.298345682674252
2506,ligand_1911,-0.3,COc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]nc(C(=O)N(C)C)c5c4)n3)c3ccccc23)cc1,2.0,8.698970004336019
2507,ligand_1553,-7.9,CC(C)n1cc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cn1,0.5,9.30102999566398
2508,ligand_2369,-3.8,COc1ccnc(-c2ccnc(Nc3ccc4sc(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,21.3,7.671620396561262
2509,ligand_3196,-7.9,,,
2510,ligand_313,-8.8,O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN2CCCCC2C1,47.4,7.324221658325915
2511,ligand_1395,-5.8,CN(C)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2o1,240.7,6.61852390972497
2512,ligand_1670,-7.9,COC(=O)c1nn(C)c2c(C)cc(Nc3nccc(-c4cc(CN(C)C)n(C)n4)n3)cc12,0.03,10.522878745280336
2513,ligand_2061,-4.3,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)cc1CN1C[C@H](O)CO1,26.71,7.573326111978627
2514,ligand_3462,-8.2,,,
2515,ligand_1865,2.4,Cc1cc(Nc2cc(C(C)(C)C)c(F)cn2)nc(-c2ccc(C(C)(O)C3CCC(C(=O)O)CC3)nc2)c1,1.0,9.0
2516,ligand_3671,-8.1,,,
2517,ligand_944,-8.0,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)C(C)C)c2)c1,347.7,6.458795309316741
2518,ligand_1695,-3.4,CCn1cc(C(=O)C2CC2)c2cc(Nc3nccc(-n4cc(CN5C[C@@H](O)CO5)c(C)n4)n3)ccc21,6.28,8.202040356262804
2519,ligand_2879,-7.4,COc1cc(Nc2nc(NCc3ccncc3)n3ccnc3c2C(N)=O)cc(OC)c1,2300.0,5.638272163982407
2520,ligand_3546,-6.5,,,
2521,ligand_2828,-6.4,Cc1ccc(Nc2nc(NCCN)ncc2C(N)=O)cc1,150.0,6.823908740944319
2522,ligand_1134,-7.5,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CC[C@@H](N)C4)n3)cc2)CC1,518.0,6.285670240254767
2523,ligand_3525,-7.9,,,
2524,ligand_957,-7.2,CNS(=O)(=O)c1ccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cc1,754.0,6.122628654130226
2525,ligand_3733,-7.9,,,
2526,ligand_2306,25.3,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)Cc4cccc5ncccc45)CC3)nc2)c1,4.0,8.397940008672037
2527,ligand_14,-8.0,CN(C)c1ccc(-c2cc3ncccc3c(NCC3CCCCC3)n2)cc1,5900.0,5.229147988357856
2528,ligand_1781,-6.5,Cc1nn(-c2ccnc(Nc3ccc4oc(C)c(Cl)c4c3)n2)cc1CN1CC(O)C1,24.3,7.614393726401688
2529,ligand_3572,-8.3,,,
2530,ligand_2777,-7.5,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc2c(c1)NC(=O)CO2,700.0,6.154901959985743
2531,ligand_3176,-7.3,,,
2532,ligand_1224,-7.4,CCC1CCCN1c1cccc(Nc2cc(-c3ccccc3)nn3ccnc23)n1,1957.25,5.708353698263249
2533,ligand_2561,-7.5,C[C@@H](Oc1cc(-c2ccc(N3CCOCC3)nc2)cc2ncccc12)[C@H]1CNC(=O)C1,0.1,10.0
2534,ligand_3892,-6.3,,,
2535,ligand_357,-8.8,NC(=O)c1cccnc1COc1cc(-c2ccc3[nH]cnc3c2)cc2ncccc12,4.0,8.397940008672037
2536,ligand_2990,-4.8,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(-c3nnco3)[nH]c12,0.5,9.30102999566398
2537,ligand_1785,-8.3,NC(=O)C1(c2cccc(-c3cccc(Nc4nccc(C(F)(F)F)n4)c3)c2)CC1,69.1,7.1605219526258015
2538,ligand_1596,-6.9,CCN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NCCO)n3)cc2)CC1,131.0,6.882728704344236
2539,ligand_788,-7.5,CN(CC1(C)COC1)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,37.3,7.428291168191312
2540,ligand_2248,-7.6,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(N)c2)c1,99.5,7.002176919254275
2541,ligand_3000,0.0,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)N3CCc4c(cnn4C(C)C)C3)[nH]c12,7.6,8.119186407719209
2542,ligand_3311,-6.7,,,
2543,ligand_2744,-7.0,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3cccc(Cl)c3)c2)c1,3773.0,5.423313194799005
2544,ligand_3573,-8.5,,,
2545,ligand_2172,-7.8,COc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)c1,0.8,9.096910013008056
2546,ligand_914,-6.8,CN(C)CCCNc1nc(-c2ccc(N(C)C)cc2)cc2ncccc12,1700.0,5.769551078621726
2547,ligand_2208,-6.8,CCCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1,5.012,8.299988937677888
2548,ligand_436,-4.5,O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN(CCCN2CCOCC2)CC1,35.5,7.449771646944906
2549,ligand_2050,-3.2,COCc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N(C)C5CCOCC5)cc4c3)n2)c1,16.6,7.779891911959945
2550,ligand_3587,-8.4,,,
2551,ligand_945,-7.7,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)c1,140.4,6.852632892206214
2552,ligand_3800,-6.5,,,
2553,ligand_890,-5.2,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4cccc(-c5ccccc5)c4)CC3)nc2)c1,3.0,8.522878745280337
2554,ligand_2933,-7.4,COc1ccc2c(c1)c(/C=C1\C(=O)Nc3ccc(S(=O)(=O)NCC(C)C)cc31)cn2C,940.0,6.026872146400302
2555,ligand_2657,-6.6,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NC4CCCC[C@@H]4CO)n3)cc2)CC1,958.0,6.018634490921456
2556,ligand_3762,-8.2,,,
2557,ligand_2207,-6.3,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(OC[C@H]3CCNC3)c2c1=O,64.1,7.193141970481182
2558,ligand_3015,-8.0,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,1.0,9.0
2559,ligand_2709,-6.6,COc1ccc(Nc2nc(-c3ccc(OC)c(C(N)=O)c3)cn3ccnc23)cc1OC,37.4,7.42712839779952
2560,ligand_3894,-6.8,,,
2561,ligand_1138,-7.6,C[C@H](N)c1ccc(-c2cc3ncn(C)c(=O)c3c(NCCCO)n2)cc1,127.0,6.896196279044043
2562,ligand_556,2.5,CCOc1ccnc(-c2ccnc(Nc3cc(C)c4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,6.1,8.214670164989233
2563,ligand_2197,-8.0,Cc1cc(Nc2nc(-c3ccc(C(C)(C)O)nc3)cc3ncn(C)c(=O)c23)[nH]n1,3798.0,5.420445039599001
2564,ligand_28,-7.3,CCN1CCN(c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3ccccc3)c2)CC1,79.8,7.09799710864927
2565,ligand_2604,-6.1,CC(=O)c1cn(C)c2ccc(Nc3nccc(-n4cc(CN5C[C@H](O)CO5)c(C)n4)n3)cc12,13.33,7.875169850586141
2566,ligand_981,-4.7,Cc1c(Br)c(Nc2cc(C(F)(F)F)ccn2)nc(-c2cnc([C@@]3(O)CCCc4cc(C(=O)O)ccc43)s2)c1Br,5.69,8.244887733604928
2567,ligand_147,-2.8,Cc1ccc(S(=O)(=O)NC(=O)c2ccc3c(c2)CCC[C@]3(O)c2ncc(-c3cc(C)cc(Nc4cc(C(F)(F)F)ccn4)n3)s2)cc1,1.18,8.928117992693874
2568,ligand_1414,-6.7,Cn1cc(Nc2ncc(Br)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,44.0,7.356547323513812
2569,ligand_3018,-7.0,NCCCNc1nc(-c2ccccc2)cc2ncccc12,410.0,6.3872161432802645
2570,ligand_978,-6.9,Cc1cn(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cn1,683.0,6.165579296318468
2571,ligand_2996,2.0,Cc1cc(Nc2nccc(-c3cn(C)cn3)n2)cc2cc(C(=O)N3CCN(CCN4CCOCC4)CC3)[nH]c12,11.3,7.94692155651658
2572,ligand_2653,-6.5,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NCC3OCCO3)c2c1=O,432.0,6.364516253185088
2573,ligand_3418,-9.0,,,
2574,ligand_3363,-6.8,,,
2575,ligand_1749,-6.8,CSc1ccc(-c2cc3ncccc3c(NCCCN)n2)cc1,34.0,7.468521082957745
2576,ligand_2216,-7.3,COCCNS(=O)(=O)c1cccc(-c2cc(C)cc(Nc3nccc(C(F)(F)F)n3)c2)c1,167.8,6.775208043507319
2577,ligand_2794,-6.2,COc1cc(Nc2nc(NC3CCCC[C@H]3N)n3nc(-c4cccc(O)c4)nc3c2C(N)=O)cc(OC)c1,7.0,8.154901959985743
2578,ligand_2016,15.8,Cc1cc(Nc2nccc(-c3ccccn3)n2)cc2cc(C(=O)N3CCC(N4CCCC4=O)CC3)[nH]c12,12.3,7.910094888560602
2579,ligand_1316,2.3,O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCN2CCCC2C1,18.7,7.7281583934635005
2580,ligand_2569,-6.1,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cn(C)cn5)n4)cc(Cl)c3[nH]2)CC1=O,2.7,8.568636235841012
2581,ligand_2444,-7.4,COc1cc(-c2cc3ncccc3c(NCc3ccc(=O)[nH]c3)n2)ccc1OC1CCOCC1,6.3,8.200659450546418
2582,ligand_308,-4.9,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C3CC3)cn4CC(F)(F)F)n2)cc1CN1C[C@H](O)CO1,2.98,8.525783735923746
2583,ligand_1870,-2.0,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCC(C(=O)O)C(C)C3)nc2)c1,1.0,9.0
2584,ligand_1990,-7.6,COc1cc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)ccc1O[C@@H]1CCOC1,1.0,9.0
2585,ligand_698,-6.5,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCCS(C)(=O)=O)c2c1=O,904.0,6.043831569524636
2586,ligand_3513,-7.1,,,
2587,ligand_2191,-5.5,CC1(C)C[C@@](O)(c2ncc(-c3cc(/C=C\C4CC4)cc(Nc4nccc(C(F)(F)F)n4)c3)s2)CC[C@@H]1C(=O)O,4.058,8.391687957302674
2588,ligand_3628,2.6,,,
2589,ligand_2140,-0.9,CC1(C)C[C@@](O)(c2ncc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(-c4ccc(F)cc4)c3)s2)CC[C@@H]1C(=O)O,20.69,7.684239509334265
2590,ligand_2182,-7.8,C[C@H](CO)Nc1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1S(C)(=O)=O,97.0,7.013228265733755
2591,ligand_1190,-2.3,CCCn1ccc(CNC(=O)c2cc3cc(Nc4nccc(-c5cn(C)cn5)n4)cc(C)c3[nH]2)n1,16.5,7.782516055786093
2592,ligand_67,-7.6,COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3N)n3ncnc3c2C(N)=O)cc(OC)c1,4.0,8.397940008672037
2593,ligand_730,-6.6,CCOc1cc2[nH]c(-c3n[nH]cc3NC(=O)N(CC)CC)nc2cc1F,8.0,8.096910013008056
2594,ligand_3946,-8.2,,,
2595,ligand_1709,-7.1,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C(N)[C@H]3CC[C@H](C(=O)O)CC3)s2)c1,3.0,8.522878745280337
2596,ligand_3813,-6.9,,,
2597,ligand_3044,-7.0,Cn1cnc2cc(-c3ccc(N4CCCCC4)nc3)nc(NC3CC3)c2c1=O,417.0,6.379863945026242
2598,ligand_1803,-8.9,Cc1nc2cc(-c3cc(O[C@H](C)[C@H]4CNC(=O)C4)c4cccnc4c3)ccc2[nH]1,0.4,9.397940008672036
2599,ligand_720,17.5,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCC6(CC#N)CC6)ccn5)n4)ccc3[nH]2)CC1,10.1,7.995678626217358
2600,ligand_1620,-7.1,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NCCO)n3)cc2)CC1,44.0,7.356547323513812
2601,ligand_593,-2.1,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4cccc(C(F)(F)F)c4)CC3)nc2)c1,102.0,6.991399828238082
2602,ligand_831,-5.6,CCNc1nc(-c2ccc(C3CCN(C(C)C)CC3)c(F)c2)cc2ncn(C)c(=O)c12,86.0,7.0655015487564325
2603,ligand_2386,-6.8,COCCCNc1nc(-c2ccc(C(C)(C)O)nc2)cc2ncn(C)c(=O)c12,299.0,6.52432881167557
2604,ligand_3267,-7.9,,,
2605,ligand_548,-8.1,Cc1nc2ccc(-c3cc4ncn(C)c(=O)c4c(NC(C)C)n3)cc2[nH]1,208.0,6.681936665037238
2606,ligand_941,-7.5,CC(C)Nc1nc(-c2ccc(OCCN3CCCC3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,65.0,7.187086643357144
2607,ligand_673,-7.4,Clc1cc(Nc2nccc(-c3ccccn3)n2)cc2nc[nH]c12,1.2,8.920818753952375
2608,ligand_3118,-6.9,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,61.0,7.214670164989233
2609,ligand_1004,-6.9,Cn1cnc2cc(-c3ccc(C4CCNCC4)cc3)nc(NCCCO)c2c1=O,42.0,7.376750709602099
2610,ligand_2518,-7.3,Cn1cnc2cc(-c3ccc(S(C)(=O)=O)cc3)nc(NC3CCC3)c2c1=O,391.0,6.407823242604133
2611,ligand_2587,-7.4,COc1cc(-c2cc3ncccc3c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(OC)c1Cl,3.0,8.522878745280337
2612,ligand_3698,-6.1,,,
2613,ligand_3303,-7.8,,,
2614,ligand_2579,0.5,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)C(=O)NC5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1,10.0,8.0
2615,ligand_171,-6.3,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(NCCCC(=O)O)c2c1=O,2707.0,5.567511744229494
2616,ligand_2731,-7.7,COc1ccc(-c2cc3ncccc3c(OC[C@H]3CNC(=O)C3)n2)cc1F,6.3,8.200659450546418
2617,ligand_411,-7.2,C[C@@H](Oc1cc(-c2cnn(CCO)c2)cc2ncccc12)[C@H]1CNC(=O)C1,0.1,10.0
2618,ligand_1671,-8.7,N[C@H]1CCCC[C@H]1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3c(Cl)c[nH]c23)n1,34.0,7.468521082957745
2619,ligand_3283,-7.7,,,
2620,ligand_986,-6.9,COC(=O)c1ccc(C(F)(F)c2ncc(-c3cc(C)cc(Nc4nccc(C(F)(F)F)n4)c3)s2)cc1,6079.0,5.216167856615559
2621,ligand_2629,-7.4,CC(=O)c1cn(C)c2ccc(Nc3nccc(-n4cc(CN5CC(O)C5)c(C)n4)n3)cc12,1.3,8.886056647693163
2622,ligand_2276,-6.3,CC(C)Nc1nc(-c2ccc(NC[C@H](C)O)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,161.0,6.79317412396815
2623,ligand_240,-8.0,COc1ccc(-c2cc(Nc3cccc(N4CCCC4C)n3)c3nccn3n2)cc1OC,306.48,6.513597861024978
2624,ligand_2290,-7.2,NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc2sccc12,0.46,9.337242168318426
2625,ligand_3430,-7.3,,,
2626,ligand_1403,11.4,O=C(c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1)N1CCC(N2CCCC2)CC1,30.3,7.518557371497695
2627,ligand_847,-4.3,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CC(O)C(C(=O)O)C4)n3)cc2)CC1,1313.0,5.881735273910521
2628,ligand_803,-7.0,COCC(=O)N[C@@H](C)CNc1nc(-c2ccc(OC)c(OC)c2)cc2ncn(C)c(=O)c12,1966.0,5.706416486503883
2629,ligand_1413,-8.0,CN1CCN(CCN2CCN(C(=O)c3cc4cc(Nc5nccc(-c6ccccn6)n5)ccc4[nH]3)CC2)CC1,45.5,7.341988603342887
2630,ligand_2144,-6.1,CCn1cc2cc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)nnc3C(N)=O)cc(-n3cccn3)c2n1,0.37,9.431798275933003
2631,ligand_37,-7.1,COc1cc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)n3cnnc3c2C(N)=O)cc(OC)c1,9.0,8.045757490560675
2632,ligand_2104,-7.8,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(S(=O)(=O)N3CCC[C@@H]3C(=O)O)c2)c1,30.7,7.512861624522813
2633,ligand_2262,-7.8,CC(C)Nc1nc(-c2ccc(C(C)C)cc2)cc2ncn(C)c(=O)c12,9340.0,5.029653123769907
2634,ligand_1381,-6.5,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(CCC(=O)O)s2)c1,3.0,8.522878745280337
2635,ligand_1858,3.5,COc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCOCC5)cc4c3)n2)c1,51.2,7.290730039024169
2636,ligand_2067,-6.5,CCN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NCCOC)n3)cc2S(C)(=O)=O)CC1,65.0,7.187086643357144
2637,ligand_2848,-8.2,Cc1cc(Nc2nn(-c3ccc(C(F)(F)F)cc3)c(=O)c3ccccc23)n[nH]1,525.0,6.279840696594043
2638,ligand_1957,-5.8,Cn1cnc2cc(-c3ccc(N4CCN(CCO)CC4)c(S(C)(=O)=O)c3)nc(NC3CC3)c2c1=O,85.0,7.070581074285707
2639,ligand_2312,-6.9,N#Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3(O)CCC(C(=O)O)CC3)s2)c1,8.476,8.071809051961242
2640,ligand_583,-4.5,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5cc(OCC(O)CN6CCOCC6)ccn5)n4)ccc3[nH]2)CC1,595.0,6.22548303427145
2641,ligand_3832,-7.7,,,
