,QED,Synthetic Accessibility,PAINS,SureChEMBL,Glaxo,Brenk,docking_score,canonical_smiles,IC50_,pIC50,IC50
10,0.5449357738357918,2.8732851841853897,0,0,0,0,-7.3,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(Nc3cnccn3)c2c1=O,856.0,6.067526235322847,0
11,0.48004869820284785,2.516961742395937,0,0,0,0,-8.8,CS(=O)(=O)c1ccc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cc1F,15.5,7.809668301829708,1
12,0.4568284026287873,2.9967886232074328,0,0,0,0,-8.2,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(C4CCNCC4)c4cc(F)ccc34)nc12,4.0,8.397940008672037,1
13,0.4162615832699914,3.098121261671354,0,1,0,1,-7.7,Nc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc([C@@H](O)C(F)F)cc2)c1,20.9,7.679853713888946,1
14,0.7926754537668109,2.1436585589091326,0,0,0,0,-6.2,Fc1ccc(Nc2nccc(-c3nccs3)n2)cc1,1000.0,6.0,0
15,0.7063695845003966,2.2288000280702853,0,0,0,1,-6.7,CN(C)c1ccc(-c2cc3ncccc3c(OCCCO)n2)cc1,200.0,6.698970004336019,0
16,0.4527427038319579,2.6786755209251005,0,0,0,0,-8.7,NC(=O)c1cccnc1COc1cc(-c2ccc(C3(N)CC3)c(Cl)c2)cc2ncccc12,0.4,9.397940008672036,1
17,0.14068222323572158,2.993290119783989,0,0,0,0,-1.0,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cccc5cc[nH]c45)n3)c3ccccc23)cc1,280.0,6.552841968657781,0
18,0.36551558285951613,2.8557796501153234,0,0,0,0,-2.1,CN(C)C(=O)c1cc2cc(Nc3nccc(-c4cc(OCC(C)(C)CO)ccn4)n3)ccc2[nH]1,5.1,8.292429823902063,1
19,0.5949315640132438,2.5486340037430644,1,0,0,1,-7.7,Cc1ccc(C2=NC(=O)/C(=C/c3cc(O)c(O)c(Br)c3)S2)cc1,120.0,6.920818753952375,0
20,0.5422820128517859,2.1554186207920267,0,0,0,0,-7.4,c1ccc(Oc2cccc(Nc3nccc(-c4nccs4)n3)c2)cc1,1000.0,6.0,0
21,0.6458115679610561,3.1556597965928868,0,0,0,0,-5.3,Cn1cnc2cc(-c3ccc(N4CCOCC4)c(Cl)c3)nc(N3CC[C@H](CO)C3)c2c1=O,290.0,6.537602002101044,0
22,0.3903563722108609,3.0014365084355754,0,0,0,0,-6.4,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(-c3nccs3)cn4C)n2)cc1CN1CC(O)C1,2.1,8.67778070526608,1
23,0.7029069424324298,2.5444501021052197,0,0,0,0,-7.7,CN(C)S(=O)(=O)c1cccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)c1,2971.0,5.527097348196336,0
24,0.5528377752502666,2.7318011510562705,0,0,0,0,-7.2,CNc1ccc(-c2cc3ncn(C)c(=O)c3c(NCCO)n2)cc1S(C)(=O)=O,67.0,7.173925197299173,0
25,0.6351537192261351,3.540101140207245,0,0,0,0,-7.1,C[C@@H](Oc1cc(-c2ccc(OCC(F)(F)F)nc2)cc2ncccc12)[C@H]1CNC(=O)C1,3.4,8.468521082957745,1
26,0.4930120790152829,3.567331978565873,0,0,0,0,-6.4,CCn1ncc2cc(Nc3nc(N[C@@H]4CCCC[C@@H]4N)nnc3C(N)=O)ccc21,0.52,9.2839966563652,1
27,0.4400151240023769,2.7135255398306857,0,0,0,0,-7.7,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(C4CCOCC4)cc3)c2n1,3.8,8.42021640338319,1
28,0.5578569759309154,2.4203211985088178,0,0,0,1,-6.4,CN(C)CCN(C)c1ccc(-c2cc3ncccc3c(NCCCN)n2)cc1,71.0,7.1487416512809245,0
29,0.7650116976543807,2.6552147729738333,0,0,0,0,-7.6,CC(C)Nc1nc(-c2cccnc2N)cc2ncn(C)c(=O)c12,126.0,6.899629454882437,0
30,0.4762137140679533,2.760988903421678,0,0,0,0,-7.1,COc1ccc(Nc2nc(-c3ccc4nn[nH]c4c3)cn3ccnc23)cc1OC,12.6,7.899629454882437,1
31,0.6462368727771827,2.2020839284843348,0,0,0,1,-6.9,CN(C)c1ccc(-c2cc3ncccc3c(NCCCCO)n2)cc1,200.0,6.698970004336019,0
32,0.7389988471482534,2.5080816727682986,0,0,0,0,-6.4,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(CCO)s3)n2)c1,32.0,7.494850021680094,1
33,0.34058194729574176,2.521893083768349,0,0,0,0,-7.4,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2ccc(OCc3cccnc3)c(C(=O)O)c2)c1,9.1,8.040958607678906,1
34,0.4849542313367075,3.374884461023175,0,1,0,0,-7.3,NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1nc(-c2ccccc2)cs1,0.38,9.42021640338319,1
35,0.3818681803825651,2.51191139591009,1,1,1,1,-3.6,CC(C)(C)c1cc(C(=O)N/N=C/c2cc3ccccc3cc2O)cc(C(C)(C)C)c1O,4000.0,5.3979400086720375,0
36,0.46417826591650985,3.8664726557606564,0,0,0,1,-7.9,COc1cc(-c2cc3c(ccc[n+]3[O-])c(O[C@H](C)[C@H]3CNC(=O)C3)n2)cc(Cl)c1OC,5.0,8.301029995663981,1
37,0.5296034072780833,2.460488149925304,0,0,0,0,-7.6,CN1CCN(C(=O)c2cc3cc(Nc4nccc(-c5ccccn5)n4)ccc3s2)CC1,18.0,7.744727494896693,1
38,0.4726988119044021,2.549467706095159,0,0,0,1,-6.8,COCCOc1c(C(=O)O)cccc1-c1cc(C)cc(Nc2nccc(C(F)(F)F)n2)c1,27.1,7.567030709125595,1
39,0.7562454187690422,2.6146033566923244,0,0,0,0,-7.9,CCNc1nc(-c2ccc(C3(O)CCC3)cc2)cc2ncn(C)c(=O)c12,271.0,6.567030709125595,0
40,0.4752038038655943,3.812393252231967,0,0,0,0,-5.8,NC(=O)c1nnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cc(-c2ncccn2)cs1,0.55,9.259637310505756,1
41,0.5798611667095496,2.4532838246049913,0,0,0,0,-7.1,COC1CCN(c2cc(Nc3nccc(C(F)(F)F)n3)cc(-c3ccccc3)c2)CC1,424.1,6.372531727540291,0
42,0.3795135825311722,2.8403607293728044,0,0,0,1,-7.0,COCCNc1nc(-c2ccc(NCCN3CCOCC3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,26.0,7.585026652029182,1
43,0.41249629335897325,2.66912851749818,0,0,0,0,-7.5,c1nc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3ccc4cn[nH]c4c3)cc2[nH]1,301.0,6.521433504406157,0
44,0.5929490095401332,3.0820273551838744,0,0,0,0,-6.1,COC[C@H]1CCN(c2nc(-c3ccc(N4CCN(C)CC4)cc3)cc3ncn(C)c(=O)c23)C1,1084.0,5.964970717797632,0
45,0.47589487123452984,3.3463819461824285,0,0,0,0,-7.3,COCC(=O)N[C@@H](C)CNc1nc(-c2ccc(C(C)(C)O)nc2)cc2ncn(C)c(=O)c12,182.0,6.739928612014925,0
46,0.6835615848046508,2.2597918645623416,0,0,0,1,-7.5,NCCCNc1nc(-c2cccc(C(F)(F)F)c2)cc2ncccc12,830.0,6.080921907623926,0
47,0.7357470945691565,2.6207702369703547,0,0,0,0,-7.3,CC(C)Nc1nc(-c2ccc(CN3CCCC3)nc2)cc2ncn(C)c(=O)c12,262.0,6.581698708680254,0
48,0.40735170412547117,2.5935590831242017,0,0,0,0,-8.0,Cc1ccc2[nH]ncc2c1Nc1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,620.0,6.2076083105017466,0
49,0.5874494348659687,2.2677085209148107,0,1,0,1,-5.2,COc1cc(/C=C/[N+](=O)[O-])ccc1O,76.0,7.119186407719209,0
50,0.6560241789367453,2.260794807991868,0,0,0,1,-7.3,NCCCNc1nc(-c2ccc(N3CCOCC3)cc2)cc2ncccc12,8.0,8.096910013008056,1
51,0.7460299836618032,2.6078564125405848,0,0,0,0,-7.4,CC(=O)Nc1ccc(-c2cc3ncn(C)c(=O)c3c(NC(C)C)n2)cn1,533.0,6.273272790973428,0
52,0.5227959951626323,2.546868218224523,0,0,0,0,-7.4,CCCn1cc(-c2cc(OCc3ncccc3C(N)=O)c3cccnc3c2)cn1,1.5,8.823908740944319,1
53,0.45318865666509395,2.4530723461496926,0,0,0,0,-6.4,CN1CCN(C(=O)c2ccc(-c3cc(OCc4ncccc4C(N)=O)c4cccnc4c3)cc2)CC1,63.2,7.199282921717615,0
54,0.29769179693851,2.4517704207171143,0,0,0,0,-7.1,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3ccccc3Cl)c2)c1,2353.0,5.6283780728239785,0
55,0.676213543853193,3.2629208333821857,0,0,0,0,-7.3,CN1CCC(c2ccc(-c3cc4ncn(C)c(=O)c4c(N[C@@H]4CCOC4)n3)cc2F)CC1,140.0,6.853871964321762,0
56,0.5693243268678669,2.559931967739585,0,0,0,0,-5.6,Cc1cc(Nc2nccc(-c3ccccn3)n2)cc2cc(C(=O)N(C)C)[nH]c12,6.0,8.221848749616356,1
57,0.6650258780289616,2.812689697040046,0,0,0,0,-7.0,Cc1cccc(Nc2nc(N[C@@H]3CCNC3)ncc2C(N)=O)c1,25.12,7.599980364934842,1
58,0.5832650597157927,3.3519048960433118,0,0,0,0,-7.0,CC(C)[C@H](CO)Nc1nc(-c2ccc(C(C)(C)O)nc2)cc2ncn(C)c(=O)c12,1413.0,5.849857838151442,0
59,0.6598454736091875,2.6453635427232687,0,0,0,0,-6.6,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NCC3CCOCC3)c2c1=O,553.0,6.257274868695301,0
60,0.6846795715521524,2.054782252881987,0,0,0,1,-7.0,COc1ccc(-c2cc3ncccc3c(NCCCN)n2)cc1,140.0,6.853871964321762,0
61,0.4598635604601942,2.958263184321396,0,0,0,0,-7.0,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(NC[C@@H](O)c3ccccc3)c2c1=O,286.0,6.543633966870957,0
62,0.5113661203908967,2.6137577721726117,0,0,0,0,-9.0,NC(=O)c1cccnc1COc1cc(-c2ccc3c(c2)CCNC3=O)cc2ncccc12,7.7,8.113509274827518,1
63,0.3631996359606352,3.061943123449316,0,0,0,0,-6.5,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCCS(C)(=O)=O)c4ccc(OC(F)F)cc34)nc12,3.0,8.522878745280337,1
64,0.7105574778103769,3.3260177236638135,0,0,0,0,-7.4,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N[C@@H]3CCOC3)c2c1=O,199.0,6.701146923590294,0
65,0.518860286895719,2.80169719060925,0,0,0,0,-6.8,CNC(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(C)c2[nH]1,0.9,9.045757490560677,1
66,0.4572939148374095,2.2953406215857406,1,0,0,1,-6.9,O=C(NCCN1CCOCC1)c1cc(NCc2cc(O)ccc2O)ccc1O,1500.0,5.823908740944319,0
67,0.49200817417078613,3.3276471591371406,0,0,0,0,-6.6,Nc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCNC3=O)nc2)c1,4.0,8.397940008672037,1
68,0.4641462735466258,2.6126356648790647,0,0,0,0,-7.7,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,28000.0,4.552841968657781,0
69,0.5431138039175013,2.6283971096612664,0,1,0,0,-6.9,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(Nc3nccs3)c2c1=O,387.0,6.412289034981089,0
70,0.4379811213243825,2.584252515076864,0,0,0,1,-6.9,COCCNc1nc(-c2ccc(NC(C)=O)c(O)c2)cc2ncn(C)c(=O)c12,210.0,6.6777807052660805,0
71,0.5922297746247662,2.2242799328691394,0,0,0,0,-6.6,COc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,66.0,7.180456064458132,0
72,0.3740064939586819,2.6229218211679566,0,0,0,1,-6.1,CCOC(=O)CCCn1cc(/C=C2\C(=O)Nc3ccc(S(N)(=O)=O)cc32)c2cc(OC)ccc21,204.0,6.690369832574102,0
73,0.6854819864045353,2.1418103626445326,0,0,0,0,-8.1,Cc1cc(Nc2nccc(C)n2)cc(-c2cccc(CCC(=O)O)c2)c1,52.7,7.278189384787454,0
74,0.5390790076012855,3.8062652913040065,0,0,0,0,-7.0,COc1ccc(Nc2cc(N[C@@H]3CCOC[C@@H]3N)nnc2C(N)=O)nc1C(C)C,10.0,8.0,1
75,0.6393984256921557,3.587758122983516,0,0,0,0,-8.3,C[C@@H](Oc1cc(-c2ccc(C3(N)CC3)c(Cl)c2)cc2ncccc12)[C@H]1CNC(=O)C1,0.2,9.69897000433602,1
76,0.5796695354385176,2.6496446600472776,0,0,0,1,-6.7,COCCCNc1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cn1,238.0,6.623423042943488,0
77,0.5285865211029949,2.1322300811796353,0,0,0,0,-7.1,c1ccc(COc2cccc(Nc3nccc(-c4nccs4)n3)c2)cc1,500.0,6.301029995663981,0
78,0.4710502312127613,2.9697087711506285,0,0,0,0,-5.3,Cc1cc(Nc2nccc(-c3cc(C(C)(C)C#N)ccn3)n2)cc2cc(C(=O)N(C)C)[nH]c12,18.9,7.723538195826756,1
79,0.7087029129624531,3.0649087470141927,0,0,0,0,-7.3,Cn1cnc2cc(-c3ccc(N4CCOCC4)cc3)nc(N[C@@H]3CCOC3)c2c1=O,51.0,7.292429823902063,0
80,0.7643816878818653,2.5234087858633103,0,0,0,0,-6.8,CN(C)CCN(C)c1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,10000.0,5.0,0
81,0.22514705682309794,2.90906148335241,0,0,0,0,-6.8,Cc1cc(Nc2cc(C(F)(F)F)ccn2)nc(-c2ccc(NC3CCN(C(=O)c4cc5ccccc5cn4)CC3)nc2)c1,4.0,8.397940008672037,1
82,0.4609486600842144,2.4783628400732614,0,0,0,0,-7.5,COc1ccc(Nc2nc(-c3ccc4[nH]ccc4c3)cn3ccnc23)cc1OC,8.6,8.065501548756432,1
83,0.6447428325228486,3.511125726240939,0,0,0,0,-7.3,Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)c1,5.012,8.299988937677888,1
84,0.4660527209513353,2.9499606875930944,0,0,0,0,-4.6,Cn1cnc2cc(-c3ccc(C(C)(C)O)nc3)nc(N3CCc4c(cccc4C(=O)O)C3)c2c1=O,720.0,6.142667503568731,0
85,0.7938553066536059,1.9348574957962938,0,0,0,0,-5.5,COc1cc(C)cc(OC)c1OCCN1CCOCC1,13.6,7.866461091629782,1
86,0.5171110199269902,3.7147015452960153,0,0,0,0,-6.3,NC(=O)c1nnc(N[C@@H]2CCOC[C@@H]2N)nc1Nc1csc2ccccc12,0.89,9.050609993355089,1
87,0.5944673609192891,3.469955581392938,0,0,0,0,-1.4,CN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4C[C@H](CO)[C@@H](O)C4)n3)cc2)CC1,198.0,6.703334809738469,0
88,0.6283885258771729,3.227512394904627,0,0,0,0,-7.3,CCN1CCC(c2ccc(-c3cc4ncn(C)c(=O)c4c(N4CC[C@H](CO)C4)n3)cc2C)CC1,155.0,6.809668301829708,0
89,0.36914996746255274,3.812963312242352,0,0,0,0,-3.6,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C(=O)C3CC3)cn4C)n2)cc1CN1CC(C)(O)CCO1,106.1,6.974284616098659,0
90,0.3518561282274195,3.843439271368597,0,0,0,0,-8.1,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4nc[nH]c(=O)c34)cccc12,1.0,9.0,1
91,0.6489640882328768,2.2677560653727227,0,0,0,0,-8.1,CC(=O)Nc1cccc(-c2cc(C)cc(Nc3nccc(C(F)(F)F)n3)c2)c1,212.1,6.673459331483438,0
92,0.30222067015785953,2.5652138880346858,1,1,0,1,-5.9,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S,38000.0,4.42021640338319,0
93,0.5285865211029949,2.0820910279251983,0,0,0,0,-6.7,c1ccc(COc2ccc(Nc3nccc(-c4nccs4)n3)cc2)cc1,1000.0,6.0,0
94,0.6268075163457224,2.6321989976541165,0,0,0,0,-7.1,Cn1cnc2cc(-c3ccc(C4CCNCC4)cc3)nc(NCCO)c2c1=O,47.0,7.327902142064283,0
95,0.6183503563931904,2.3948594927146107,0,1,0,1,-7.9,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(S(=O)(=O)O)c2)c1,8.5,8.070581074285707,1
96,0.7903580790661142,3.0969270303827923,0,0,0,0,-8.3,C[C@@H](Oc1cc(-c2ccccc2)cc2ncccc12)[C@H]1CNC(=O)C1,0.4,9.397940008672036,1
97,0.4833453356254836,2.2908111182996063,1,1,0,1,-6.7,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,38000.0,4.42021640338319,0
98,0.431175676754855,2.6963140677032253,0,0,0,0,-6.1,OC1CN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)C1,11.3,7.94692155651658,1
99,0.6624735146875288,2.508727071289883,0,0,0,1,-7.0,CNS(=O)(=O)c1ccc2c(c1)/C(=C/c1cn(C)c3ccc(OC)cc13)C(=O)N2,20.0,7.698970004336019,1
100,0.9409778119360396,3.5651637758095855,0,0,0,0,-7.1,C[C@@H](Oc1nc(C2CC2)cc2ncccc12)[C@H]1CNC(=O)C1,1900.0,5.721246399047171,0
101,0.6595263831501095,2.092798720232892,0,0,0,0,-7.6,CC(=O)c1ccc(-c2cccc(Nc3nccc(C(F)(F)F)n3)c2)cc1,547.1,6.261933285222531,0
102,0.6384961634805899,2.9771572467702523,0,0,0,0,-7.1,COc1cc(-c2cc(OC[C@H]3CNC(=O)O3)c3cccnc3c2)cc(OC)c1OC,6.0,8.221848749616356,1
103,0.4796279813739627,3.3319725056229874,0,0,0,0,-7.5,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc(C(C)(O)C3CCC(C(=O)O)CC3)s2)c1,1.0,9.0,1
104,0.4964469347373481,3.7658864183344836,0,0,0,0,-8.5,Cc1cc(Nc2nccc(C)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1,1.0,9.0,1
105,0.5184532729243589,2.5349791121229828,0,0,0,0,-8.2,Cc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(=O)N5CCN(C)CC5)cc4c3)n2)c1,15.2,7.818156412055227,1
106,0.4535999637957873,3.3140977665812414,0,0,0,1,-6.9,COCCNc1nc(-c2ccc(N3CCC[C@@H]3CO)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,109.0,6.962573502059376,0
107,0.6653012435901414,2.230875328926629,0,0,0,0,-8.0,CN(C)c1ccc(-c2cc3ncccc3c(NCC3CCCCC3)n2)cc1,5900.0,5.229147988357856,0
108,0.5128103130426843,2.5931344728331673,0,0,0,0,-7.2,COc1ccc(Nc2nc(-c3ccc4c(c3)OCC(=O)N4)cn3ccnc23)cc1OC,33.4,7.476253533188435,1
109,0.571632708830346,2.339509697715105,0,0,0,0,-7.3,c1cncc(Oc2cccc(Nc3nccc(-c4nccs4)n3)c2)c1,500.0,6.301029995663981,0
110,0.24134827931263572,2.498680838681695,0,0,0,0,-8.6,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cccc(NS(=O)(=O)c3cccc4ccccc34)c2)c1,5973.0,5.223807485252928,0
111,0.4201844558246052,2.7158398616537855,0,0,0,0,-6.3,CN(CCC1CCOCC1)C(=O)c1cc2cc(Nc3nccc(-c4ccccn4)n3)ccc2[nH]1,33.9,7.469800301796917,1
112,0.4452199791213017,2.9575170549554315,0,0,0,0,-8.3,CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3n[nH]c4c(CO)cccc34)nc12,3.0,8.522878745280337,1
113,0.5752706051003791,3.426683534460116,0,0,0,0,-7.8,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1-c1cc2ccccc2[nH]1,0.5,9.30102999566398,1
114,0.7563191643888493,2.5998583356175065,0,0,0,0,-7.2,Cn1cnc2cc(-c3ccc(C(C)(C)N)cc3)nc(NC3CC3)c2c1=O,128.0,6.892790030352131,0
115,0.2719403824065894,4.246769570982909,0,0,0,0,-5.6,C[C@@H]1C[C@@](O)(c2ncc(-c3cc(Nc4nccc(C(F)(F)F)n4)cc(-c4cn[nH]c4)c3)s2)CC[C@@H]1C(N)=O,2.946,8.530767257493387,1
116,0.610816669082611,2.276026582993211,0,0,0,0,-6.7,CCc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,53.0,7.275724130399211,0
117,0.752530186046077,2.523665047699108,0,0,0,0,-7.3,Cn1cnc2cc(-c3ccc(C(C)(C)O)cc3)nc(N)c2c1=O,864.0,6.063486257521107,0
118,0.3691003084636937,2.521114575526651,0,0,0,1,-7.4,COc1ccc(CNS(=O)(=O)c2ccc3c(c2)/C(=C/c2cn(C)c4ccc(OC)cc24)C(=O)N3)cc1,4000.0,5.3979400086720375,0
119,0.40302725539768225,3.814498737156412,0,0,0,0,-6.9,COC[C@@H]1C[C@@H](O)CN1Cc1cn(-c2ccnc(Nc3ccc4c(c3)c(Cl)c(C)n4C)n2)nc1C,6.6,8.18045606445813,1
120,0.485031764245487,3.588613694120503,0,0,0,0,-6.7,COCC[C@@H](Oc1nc(-c2cc(OC)c(OC)c(OC)c2)cc2ncccc12)[C@H]1CNC(=O)C1,12.4,7.906578314837765,1
121,0.5628308838679746,2.5248264348037814,0,0,0,1,-5.8,CCN1CCN(c2ccc(-c3cc4ncn(C)c(=O)c4c(NCCCO)n3)cc2)CC1,50.0,7.301029995663981,0
122,0.4309823184247233,3.2377285725414247,0,0,0,0,-6.3,CC(C)(C)C1CCN(c2cccc(Nc3cc(-c4cccc(C(=O)O)c4)nn4ccnc34)n2)C1,695.95,6.157421960826385,0
123,0.7479903751602466,2.831212154685762,0,0,0,0,-7.1,CC(C)Nc1nc(-c2ccc(C(C)(C)N)nc2)cc2ncn(C)c(=O)c12,387.0,6.412289034981089,0
124,0.5050009315047056,2.221549425004543,0,1,0,1,-7.7,CN(C)c1ccc(-c2cc3ncccc3c(NCc3ccccc3N)n2)cc1,850.0,6.070581074285707,0
125,0.6903386525420901,3.6331607567797395,0,0,0,0,-8.7,C[C@@H](Oc1cc(-c2ccc3c(c2)COC(=O)N3)cc2ncccc12)[C@H]1CNC(=O)C1,0.1,10.0,1
126,0.23304196990979115,3.639546165729433,0,0,0,0,-6.4,COc1cc(Nc2nc(NC3CCCC[C@H]3N)n3nc(-c4cccc(O)c4)nc3c2C(N)=O)cc(OC)c1,7.0,8.154901959985743,1
127,0.5764521766983763,2.6651313679787645,0,0,0,0,-7.4,COc1ccc(-c2cc3ncn(C)c(=O)c3c(NC3CC3)n2)cc1S(=O)(=O)N1CCOCC1,337.0,6.4723700991286615,0
128,0.5056852091258716,2.9528244998586715,0,0,0,0,-7.1,Cc1n[nH]c2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc12,47.0,7.327902142064283,0
129,0.7382743600656073,4.121323368139949,0,0,0,0,-7.1,C[C@@H](Oc1cc(-c2cnn(C(F)F)c2)cc2nscc12)[C@H]1CNC(=O)C1,57.0,7.244125144327507,0
130,0.49285117996921346,2.8242948523549707,0,0,0,0,-6.4,CNC(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(OC)c2[nH]1,7.1,8.148741651280925,1
131,0.5082197955338543,2.499680769530329,0,0,0,0,-8.2,COc1cccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)c1,8.5,8.070581074285707,1
132,0.5039471027112034,2.8449529348649936,0,0,0,0,-6.4,CNC(=O)c1cc2cc(Nc3nccc(-c4cn(C)cn4)n3)cc(Cl)c2[nH]1,1.4,8.853871964321762,1
133,0.5087180991883746,3.241176625622546,0,0,0,0,-6.6,CC[C@H](N)CNc1nnc(C(N)=O)c(Nc2cccc3sccc23)n1,0.35,9.455931955649724,1
134,0.6037434350192439,2.228817797155969,0,0,0,1,-6.8,CN(C)c1ccc(-c2cc3ncccc3c(NCCCCCN)n2)cc1,210.0,6.6777807052660805,0
135,0.49752104985617196,2.521766024736804,0,0,0,0,-7.5,Fc1cnc(Nc2ccc3cn[nH]c3c2)nc1Nc1ccc2c(c1)OCCO2,46.5,7.332547047110046,0
136,0.49170680036366154,2.636455653680633,0,0,0,0,-3.9,COCc1ccnc(-c2ccnc(Nc3ccc4[nH]c(C(C)(C)C)cc4c3)n2)c1,21.1,7.675717544702307,1
137,0.16011042200478307,2.98405798848337,0,0,0,0,-6.2,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)ncn5C)n3)c3ccccc23)cc1,14.0,7.853871964321762,1
138,0.6559764907516258,2.5249233830596864,0,0,0,0,-7.6,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cc(C#N)cc(C(=O)O)c2)c1,2.7,8.568636235841012,1
